recipe_id,user_token_id,star_count,age,gender,category_value,recipe_view_count,values
1000018,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1000028,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1000033,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1000059,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1000064,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1000079,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1000776,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1000813,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1000830,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1000848,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1000972,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1000977,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1000997,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001009,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001010,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001116,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001118,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001126,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001133,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001134,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001147,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001148,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001160,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001165,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001173,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001174,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001179,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001181,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001186,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001209,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001222,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001230,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001242,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001256,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001264,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001266,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001303,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001311,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001313,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001318,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001323,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001345,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001359,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001364,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001431,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001453,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001456,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001466,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001471,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001475,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001482,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001489,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001566,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001567,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001573,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001576,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001685,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001703,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001704,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001709,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001716,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001719,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001725,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001747,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001758,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
1001777,test-k90-w10,0,60대 이상,남자,0.3716475095785441,0,3.716475095785441
